Karlos Williams,SSPD,RB,0/0,0,0,0,62.9,276.9,2.3,4.9,36.2,0.2,44.5
Brian Hartline,P,WR,0/0,0,0,0,0,0,0,27.8,356,1.5,44.4
Richard Rodgers,None,TE,0/0,0,0,0,0,0,0,26.3,266.1,2.9,43.8
Austin Hooper,None,TE,0/0,0,0,0,0,0,0,28,305,2.1,43
Josh McCown,None,QB,59.6/102.6,690.4,3.8,2.7,8.6,35.9,0.3,0,0,0,42.8
Garrett Celek,None,TE,0/0,0,0,0,0,0,0,28.8,302.8,2,41.9
Andre Ellington,None,RB,0/0,0,0,0,41.9,174.6,1,16.6,143.5,0.7,41.5
Terrelle Pryor,None,WR,0/0,0,0,0,3.9,24.8,0.1,19.7,272.4,1.7,40.4
Hunter Henry,None,TE,0/0,0,0,0,0,0,0,24.6,263.8,2.2,39.2
Lance Kendricks,None,TE,0/0,0,0,0,0,0,0,28.4,295.6,1.5,38.7
Zach Zenner,None,RB,0/0,0,0,0,56.5,241.6,1.7,4.6,35.4,0.1,38.3
Charcandrick West,P,RB,0/0,0,0,0,42.2,168.9,2,9.3,68.6,0.2,36.9
Carson Wentz,Q,QB,Q,60.4/103.5,698.2,4.6,2.4,14,56.5,0.6,0,0,0,51.8
Jeff Heuerman,P,TE,0/0,0,0,0,0,0,0,33.5,363.5,2.5,51.3
Kenyan Drake,Q,RB,Q,0/0,0,0,0,42.7,168.4,0.9,26.6,230.3,1,50.4
Dorial Green-Beckham,None,WR,0/0,0,0,0,1.8,11.6,0.1,24.3,348,2.3,50
Mike Tolbert,None,RB,0/0,0,0,0,47.3,181.5,1.9,15.5,125.7,0.8,46.4
J.J. Nelson,None,WR,0/0,0,0,0,2.1,12.9,0.1,17.1,323.5,1.8,45.9
Quincy Enunwa,Q,WR,Q,0/0,0,0,0,0,0,0,25.2,309,2.4,45.3
Justin Hardy,None,WR,0/0,0,0,0,0,0,0,35.1,333,2,45
Cameron Artis-Payne,None,RB,0/0,0,0,0,66.3,272.7,1.9,7.5,55.7,0.3,44.5
Keith Marshall,None,RB,0/0,0,0,0,71.7,300.8,1.8,4.4,32.8,0.1,44.4
Pharoh Cooper,None,WR,0/0,0,0,0,4.3,26.3,0.1,28.4,337.1,1.1,43.6
Jesse James,None,TE,0/0,0,0,0,0,0,0,26.3,271.9,2.6,42.9
Cameron Brate,None,TE,0/0,0,0,0,0,0,0,25.1,280.1,2.4,42.2
Tyler Higbee,None,TE,0/0,0,0,0,0,0,0,26.8,318.1,1.7,41.7
Andrew Hawkins,None,WR,0/0,0,0,0,2,12.4,0,27.9,315,1.3,40.6
Darren Fells,None,TE,0/0,0,0,0,0,0,0,21.5,237,2.6,39.3
Kenneth Dixon,None,RB,0/0,0,0,0,47,200.8,1.2,13.2,98.6,0.4,38.8
Brent Celek,None,TE,0/0,0,0,0,0,0,0,22.6,283.6,1.7,38.5
Alfred Blue,P,RB,0/0,0,0,0,64.7,249.3,1.6,4.2,30.8,0.1,37.9
Braxton Miller,None,WR,0/0,0,0,0,8.6,54.6,0.2,21.7,234.6,1.1,36.7
Virgil Green,None,TE,0/0,0,0,0,0,0,0,28.6,252.8,1.9,36.7
Ryan Griffin,None,TE,0/0,0,0,0,0,0,0,21,246.4,1.8,35.6
Dexter McCluster,None,RB,0/0,0,0,0,22.5,95.4,0.5,16.8,151.7,0.8,35.3
Khiry Robinson,P,RB,0/0,0,0,0,55.8,232.2,1.4,4.1,30.9,0.1,35.3
Maxx Williams,P,TE,0/0,0,0,0,0,0,0,23.7,221.3,1.8,32.6
Jacquizz Rodgers,None,RB,0/0,0,0,0,32.8,129.4,0.8,16.5,120.8,0.5,32.3
C.J. Fiedorowicz,None,TE,0/0,0,0,0,0,0,0,23.1,207.6,1.9,32.1
Adam Humphries,None,WR,0/0,0,0,0,0,0,0,22.6,207.9,1.7,31.7
Andre Williams,None,RB,0/0,0,0,0,52.8,195.9,1.6,2.2,16.7,0.1,31.1
Marcedes Lewis,None,TE,0/0,0,0,0,0,0,0,15.9,193.3,1.8,30.1
Jermaine Gresham,P,TE,0/0,0,0,0,0,0,0,20.3,192.6,1.9,29.8
Andre Johnson,None,WR,0/0,0,0,0,0,0,0,16.8,212.4,1.4,29.4
Mychal Rivera,None,TE,0/0,0,0,0,0,0,0,17.8,182,1.8,28.5
Marquise Goodwin,None,WR,0/0,0,0,0,0,0,0,12.2,203.3,1.2,27.7
James Jones,None,WR,0/0,0,0,0,0,0,0,14.9,199.5,1.3,27.5
Erik Swoope,None,TE,0/0,0,0,0,0,0,0,15.2,166.7,1.8,27.4
Niles Paul,P,TE,0/0,0,0,0,0,0,0,15.3,186.5,1.3,26.6
Cody Latimer,None,WR,0/0,0,0,0,2.1,13.5,0.1,15.9,180.8,0.9,25.1
Geremy Davis,P,WR,0/0,0,0,0,0,0,0,13.4,178,1.1,24.6
Fitzgerald Toussaint,None,RB,0/0,0,0,0,29.1,118.7,0.7,8,58.7,0.3,23.6
MyCole Pruitt,None,TE,0/0,0,0,0,0,0,0,23.5,260,1.8,36.6
Ty Montgomery,None,WR,0/0,0,0,0,8,51,0.2,21.6,197.3,1.5,35.4
Tyler Ervin,None,RB,0/0,0,0,0,38.8,156.4,1.1,12.5,92.4,0.4,35.3
Josh Hill,None,TE,0/0,0,0,0,0,0,0,22.8,220.9,2,34
Brian Quick,None,WR,0/0,0,0,0,0,0,0,16.6,244.6,1.3,32.5
Malcolm Mitchell,Q,WR,Q,0/0,0,0,0,0,0,0,17.9,231.5,1.5,32.2
Corey Brown,None,WR,0/0,0,0,0,4.7,29.7,0.1,14.2,205.5,1.2,31.7
Reggie Bush,P,RB,0/0,0,0,0,29.8,125.7,0.8,13.7,101.8,0.5,31.6
Jerome Simpson,None,WR,0/0,0,0,0,0,0,0,18,245.3,1.1,30.7
Jarius Wright,P,WR,0/0,0,0,0,0,0,0,18.4,240.4,1,30.1
Trey Burton,None,TE,0/0,0,0,0,0,0,0,19.1,209,1.5,29.8
Rashad Greene,None,WR,0/0,0,0,0,0,0,0,19.3,164.4,1.4,29.3
Tyler Kroft,O,TE,0/0,0,0,0,0,0,0,16.7,184.3,1.6,27.7
Quan Bray,None,WR,0/0,0,0,0,0,0,0,13,168.8,1.4,27.6
Darrius Heyward-Bey,None,WR,0/0,0,0,0,0,0,0,13.2,188.3,1.4,27.4
Anthony Fasano,None,TE,0/0,0,0,0,0,0,0,15,165.9,1.7,26.8
Kyle Juszczyk,None,RB,0/0,0,0,0,0,0,0,22,187.5,1.4,26.6
Lance Dunbar,None,RB,0/0,0,0,0,13.1,51.8,0.3,16.3,144.9,0.6,25
Lucky Whitehead,None,WR,0/0,0,0,0,17.5,73.8,0.5,6.6,84.3,0.6,24.1
Bennie Fowler,Q,WR,Q,0/0,0,0,0,0,0,0,14.7,166.7,1.1,23
Brandon Bolden,None,RB,0/0,0,0,0,31.2,126.2,1.1,4.5,33.2,0.2,22.9
Ronnie Hillman,None,RB,0/0,0,0,0,34,136.6,1,3.8,28,0.1,22.8
Jack Doyle,None,TE,0/0,0,0,0,0,0,0,17.1,116.2,1.8,22.2
Branden Oliver,None,RB,0/0,0,0,0,34.6,134.4,0.7,4.6,33.3,0.1,21.8
Robert Turbin,None,RB,0/0,0,0,0,25.5,102.7,0.5,8.6,64.1,0.3,21.7
Matt Asiata,None,RB,0/0,0,0,0,17.2,66.5,0.8,10.7,81.2,0.3,21.3
Brandon Pettigrew,O,TE,0/0,0,0,0,0,0,0,12.1,136.6,1.1,20
Michael Campanaro,None,WR,0/0,0,0,0,2,12.5,0.1,9.2,118.3,0.7,18.8
Cecil Shorts III,None,WR,0/0,0,0,0,2.2,13.7,0.1,9.9,124.9,0.8,18.7
Fozzy Whittaker,None,RB,0/0,0,0,0,18.9,77.1,0.5,7.5,55.7,0.3,18.1
Brice Butler,None,WR,0/0,0,0,0,0,0,0,9.8,126.4,0.9,18
Stephen Anderson,None,TE,0/0,0,0,0,0,0,0,11,119.1,0.9,17.5
Taiwan Jones,None,RB,0/0,0,0,0,22.5,94.5,0.5,5.1,37.9,0.2,17.4
Jordan Norwood,None,WR,0/0,0,0,0,0,0,0,8.7,111.4,0.6,16.9
Devin Smith,O,WR,0/0,0,0,0,0,0,0,8.9,118.1,0.8,16.5
Brian Hoyer,None,QB,22/38.2,284,1.5,1.2,0.6,2.5,0,0,0,0,16.2
Kenbrell Thompkins,None,WR,0/0,0,0,0,0,0,0,8.9,112.6,0.7,15.6
Rashard Higgins,None,WR,0/0,0,0,0,0,0,0,8.8,111.5,0.6,14.9
Stevan Ridley,None,RB,0/0,0,0,0,17.7,73.6,0.5,4.6,35.4,0.1,14.5
Brandon Coleman,None,WR,0/0,0,0,0,0,0,0,8,100.8,0.7,14.2
Dion Sims,None,TE,0/0,0,0,0,0,0,0,15.7,155.8,1.2,22.9
Luke Willson,None,TE,0/0,0,0,0,0,0,0,12,150.7,1.2,22.4
Darren McFadden,O,RB,0/0,0,0,0,30.6,133.5,0.8,4.1,30.9,0.1,22
Mike Gillislee,Q,RB,Q,0/0,0,0,0,33.9,141.9,1.1,1.7,12.2,0.1,21.8
Danny Amendola,O,WR,0/0,0,0,0,2,12.1,0.1,10.5,135.5,1,21.7
Ed Dickson,P,TE,0/0,0,0,0,0,0,0,13,141.7,1.1,20.7
TJ Jones,None,WR,0/0,0,0,0,0,0,0,10.9,143.5,0.9,20
Landry Jones,None,QB,22.4/39.8,249.7,1.7,1.2,5.7,23.1,0.2,0,0,0,18.8
Geno Smith,None,QB,22/37.6,248.7,1.7,1.3,6.6,26.2,0.2,0,0,0,18.4
Marcel Reece,SSPD,RB,0/0,0,0,0,8.4,27.5,0.3,11.8,85.1,0.8,18
James White,None,RB,0/0,0,0,0,15.6,62,0.5,8.9,66.4,0.3,17.6
Dwayne Harris,P,WR,0/0,0,0,0,2,13,0.1,6.8,89.9,0.7,17.4
Chase Daniel,None,QB,22.8/37.2,248.4,1.5,0.8,3.5,14.2,0.1,0,0,0,17.2
Ben Braunecker,P,TE,0/0,0,0,0,0,0,0,10.4,113.8,0.9,16.6
Bruce Miller,None,TE,0/0,0,0,0,0,0,0,10.9,119.5,0.8,16.3
Jamize Olawale,None,RB,0/0,0,0,0,15.9,66.4,0.4,6,44.6,0.4,15.7
Cody Kessler,None,QB,20.7/36.9,254.8,1.3,1.1,2.4,9.4,0.1,0,0,0,15.3
Michael Hoomanawanui,None,TE,0/0,0,0,0,0,0,0,8.9,95.5,0.9,14.7
Rex Burkhead,None,RB,0/0,0,0,0,13.1,51.1,0.3,7.4,60.7,0.2,14.4
Mike Davis,None,RB,0/0,0,0,0,19.8,76.3,0.5,4.2,30.9,0.1,14
Dezmin Lewis,None,WR,0/0,0,0,0,0,0,0,7.8,97.8,0.7,13.9
Josh Huff,None,WR,0/0,0,0,0,0,0,0,6.5,83.6,0.5,13.3
Alex Collins,None,RB,0/0,0,0,0,22.7,87.1,0.8,0,0,0,13
Lee Smith,None,TE,0/0,0,0,0,0,0,0,7.1,76.9,0.8,12.6
Jeff Driskel,None,QB,20.8/38.2,208.9,1,1.5,4.2,14.3,0.1,0,0,0,12.5
Andre Holmes,None,WR,0/0,0,0,0,0,0,0,6.4,80.3,0.6,11.9
Nick Vannett,Q,TE,Q,0/0,0,0,0,0,0,0,6.2,68,0.8,11.4
Tyreek Hill,None,WR,0/0,0,0,0,3.8,24,0.2,2.9,37.5,0.2,11
James Hanna,O,TE,0/0,0,0,0,0,0,0,6.4,69.9,0.6,10.9
Kolby Listenbee,O,WR,0/0,0,0,0,0,0,0,5.2,65.2,0.5,10.8
Aaron Burbridge,None,WR,0/0,0,0,0,0,0,0,6.5,83.1,0.4,10.7
Dak Prescott,None,QB,13/22.6,141.2,1,0.3,2.3,9.1,0.1,0,0,0,10.6
Patrick DiMarco,None,RB,0/0,0,0,0,1.9,6.3,0.1,9.1,66.5,0.4,10.4
Malcolm Brown,None,RB,0/0,0,0,0,12.8,48.4,0.4,3.4,26.4,0.1,10
James Develin,None,RB,0/0,0,0,0,7.8,25.1,0.4,4.4,32.3,0.3,9.9
Chris Gragg,None,TE,0/0,0,0,0,0,0,0,5.8,62.4,0.6,9.7
Leonard Hankerson,None,WR,0/0,0,0,0,0,0,0,5.2,64.9,0.5,9.2
Daniel Lasco,None,RB,0/0,0,0,0,11.7,44.4,0.4,2.5,18.3,0.1,8.8
Ryan Hewitt,None,RB,0/0,0,0,0,0,0,0,7.7,58,0.5,8.5
Eric Weems,None,WR,0/0,0,0,0,0,0,0,3.7,46.7,0.2,8.3
Matt LaCosse,Q,TE,Q,0/0,0,0,0,0,0,0,7.7,85.9,0.8,13.6
Jeff Janis,D,WR,D,0/0,0,0,0,0,0,0,6.4,84.2,0.7,13.1
Vernon Davis,None,TE,0/0,0,0,0,0,0,0,7.7,84.6,0.8,12.9
Dontrelle Inman,P,WR,0/0,0,0,0,0,0,0,7.3,91.4,0.6,12.5
Crockett Gillmore,None,TE,0/0,0,0,0,0,0,0,7.7,84.3,0.6,12.1
Gavin Escobar,P,TE,0/0,0,0,0,0,0,0,6.8,75.1,0.7,11.8
Cordarrelle Patterson,None,WR,0/0,0,0,0,4.3,27.3,0.1,2.9,37,0.2,11.3
Paul Richardson,None,WR,0/0,0,0,0,0,0,0,5.6,71.7,0.6,11
David Johnson,None,TE,0/0,0,0,0,0,0,0,6.5,69.8,0.6,10.8
DeAndre Smelter,Q,WR,Q,0/0,0,0,0,0,0,0,6.5,83.1,0.4,10.7
Terrell Watson,None,RB,0/0,0,0,0,15.7,61.6,0.5,1.9,13.6,0.1,10.6
Kenny Bell,None,WR,0/0,0,0,0,0,0,0,6.1,74.9,0.5,10.5
Demetrius Harris,None,TE,0/0,0,0,0,0,0,0,6.5,71.3,0.5,10.1
Jonathan Grimes,None,RB,0/0,0,0,0,4.3,16.9,0.1,8.4,61.6,0.2,10
Rod Streater,None,WR,0/0,0,0,0,0,0,0,5.9,75.1,0.4,9.8
Kelvin Taylor,None,RB,0/0,0,0,0,11.9,45.1,0.3,4.2,30.9,0.1,9.5
Marcus Murphy,None,RB,0/0,0,0,0,3.9,14.8,0.1,2.5,18.3,0.1,8.9
Bradley Marquez,Q,WR,Q,0/0,0,0,0,0,0,0,5.3,70.5,0.3,8.8
Jakeem Grant,None,WR,0/0,0,0,0,0,0,0,3.5,43.3,0.3,8.5
Terron Ward,P,RB,0/0,0,0,0,7.7,29.8,0.2,4.7,34.1,0.1,8.3
Eli Rogers,None,WR,0/0,0,0,0,0,0,0,4.5,57.6,0.4,8.2
Roy Helu Jr.,O,RB,0/0,0,0,0,7.3,28.6,0.2,4.1,30.3,0.2,7.8
Ricardo Louis,Q,WR,Q,0/0,0,0,0,0,0,0,4.4,55.8,0.3,7.4
Aaron Ripkowski,None,RB,0/0,0,0,0,4,13.5,0.2,4,30.3,0.3,7.2
Kenjon Barner,None,RB,0/0,0,0,0,5.4,21.6,0.2,4.2,31.1,0.1,6.9
Keshawn Martin,P,WR,0/0,0,0,0,0,0,0,3.5,45.2,0.3,6.7
Cole Wick,None,TE,0/0,0,0,0,0,0,0,4,45.5,0.4,6.7
Clay Harbor,P,TE,0/0,0,0,0,0,0,0,3.9,43.1,0.4,6.7
Kennard Backman,None,TE,0/0,0,0,0,0,0,0,3.6,40.1,0.4,6.6
C.J. Uzomah,None,TE,0/0,0,0,0,0,0,0,4,43.7,0.4,6.6
Brandon Tate,None,WR,0/0,0,0,0,0,0,0,2.9,37.8,0.2,6.5
Troy Niklas,None,TE,0/0,0,0,0,0,0,0,3.7,39.7,0.4,6.5
Josh Boyce,None,WR,0/0,0,0,0,0,0,0,3.3,41.9,0.4,6.3
Ryan Grant,None,WR,0/0,0,0,0,0,0,0,3.4,44.4,0.3,6.2
Jaron Brown,None,WR,0/0,0,0,0,0,0,0,3.3,41.6,0.3,6.1
Dennis Pitta,Q,TE,Q,0/0,0,0,0,0,0,0,3.9,42.2,0.3,6.1
Michael Burton,None,RB,0/0,0,0,0,1.8,6,0.1,4.5,34.4,0.3,6.1
Kellen Davis,P,TE,0/0,0,0,0,0,0,0,3.6,39.7,0.3,6
Ben Koyack,None,TE,0/0,0,0,0,0,0,0,3.4,37.3,0.3,5.7
Chris Givens,None,WR,0/0,0,0,0,0,0,0,3.3,41.8,0.2,5.6
Zach Line,None,RB,0/0,0,0,0,6.4,21.7,0.4,3.5,26.4,0.2,8.1
Drew Stanton,None,QB,9.4/16.6,109.4,0.8,0.5,0.9,3.6,0,0,0,0,7.7
Derrick Coleman,None,RB,0/0,0,0,0,9,29,0.4,1.7,13,0.1,7.3
Jeremy Kerley,None,WR,0/0,0,0,0,0,0,0,3.6,47.8,0.3,7.1
Rhett Ellison,O,TE,0/0,0,0,0,0,0,0,4.3,48.5,0.3,6.9
EJ Manuel,None,QB,8.7/14.8,99.9,0.7,0.4,1,4,0,0,0,0,6.7
Tom Savage,None,QB,9.8/17.5,112.6,0.7,0.7,0.4,1.5,0,0,0,0,6.7
Adam Thielen,None,WR,0/0,0,0,0,2.1,13.7,0.1,2.9,37,0.2,6.6
Cory Harkey,None,RB,0/0,0,0,0,0,0,0,6.6,51.3,0.3,6.6
Trevor Davis,None,WR,0/0,0,0,0,0,0,0,3.2,42.1,0.3,6.5
Jeff Cumberland,O,TE,0/0,0,0,0,0,0,0,4,43.3,0.4,6.5
Logan Paulsen,P,TE,0/0,0,0,0,0,0,0,3.8,42.3,0.4,6.4
Jared Abbrederis,None,WR,0/0,0,0,0,0,0,0,3.2,42.1,0.3,6.3
Jordan Payton,None,WR,0/0,0,0,0,0,0,0,3.6,46.3,0.3,6.2
Aldrick Robinson,None,WR,0/0,0,0,0,0,0,0,3.7,46.7,0.2,6.1
Matt Cassel,None,QB,9/14.9,100.1,0.6,0.5,0.8,3.3,0,0,0,0,6.1
Thomas Duarte,None,TE,0/0,0,0,0,0,0,0,3.9,41.3,0.3,6
Devin Street,P,WR,0/0,0,0,0,0,0,0,3.3,42.1,0.3,6
Rueben Randle,None,WR,0/0,0,0,0,0,0,0,3.3,41.8,0.2,5.6
Denard Robinson,P,RB,0/0,0,0,0,7.2,28.5,0.2,1.9,14.6,0.1,5.6
Rob Housler,None,TE,0/0,0,0,0,0,0,0,3.5,37.9,0.3,5.5
Blake Bell,None,TE,0/0,0,0,0,0,0,0,3.6,39.8,0.3,5.5
Deonte Thompson,Q,WR,Q,0/0,0,0,0,0,0,0,3.1,39.8,0.2,5.4
John Kuhn,None,RB,0/0,0,0,0,3.9,12.4,0.2,2.4,17.8,0.2,5.3
Louis Murphy,O,WR,0/0,0,0,0,0,0,0,3,37.4,0.3,5.2
Jalston Fowler,None,RB,0/0,0,0,0,2.2,7.5,0.1,3.3,25.4,0.2,5.1
James O'Shaughnessy,P,TE,0/0,0,0,0,0,0,0,3.3,35.6,0.2,5
Demarcus Robinson,None,WR,0/0,0,0,0,0,0,0,2.9,37.5,0.2,4.9
Devin Hester,P,WR,0/0,0,0,0,0,0,0,0,0,0,4.7
Marcus Easley,O,WR,0/0,0,0,0,0,0,0,2.6,32.6,0.2,4.6
Temarrick Hemingway,None,TE,0/0,0,0,0,0,0,0,3,33.9,0.2,4.5
Javontee Herndon,P,WR,0/0,0,0,0,0,0,0,1.8,22.8,0.1,4.1
Anthony Sherman,None,RB,0/0,0,0,0,0,0,0,3.6,26.7,0.2,3.7
Jerell Adams,None,TE,0/0,0,0,0,0,0,0,1.9,21.5,0.2,3.4
Chris Moore,None,WR,0/0,0,0,0,0,0,0,1.5,19.2,0.1,3.2
Jake Kumerow,None,WR,0/0,0,0,0,0,0,0,1.7,21.4,0.1,3
Bernard Reedy,None,WR,0/0,0,0,0,0,0,0,0,0,0,2.8
Bryan Walters,P,WR,0/0,0,0,0,0,0,0,1.5,19.3,0.1,2.7
Russell Shepard,None,WR,0/0,0,0,0,0,0,0,1.5,18.7,0.1,2.6
Roosevelt Nix,None,RB,0/0,0,0,0,0,0,0,2.2,16.5,0.1,2.5
Brandon Myers,None,TE,0/0,0,0,0,0,0,0,3.4,35.9,0.3,5.5
Kasen Williams,None,WR,0/0,0,0,0,0,0,0,2.8,35.9,0.3,5.4
Joshua Bellamy,None,WR,0/0,0,0,0,0,0,0,3.1,39.8,0.2,5.4
Brenton Bersin,P,WR,0/0,0,0,0,0,0,0,2.9,37.2,0.3,5.3
Harry Douglas,None,WR,0/0,0,0,0,0,0,0,2.7,35.2,0.2,5.1
Garrett Graham,P,TE,0/0,0,0,0,0,0,0,3.3,35.8,0.3,5.1
Craig Stevens,None,TE,0/0,0,0,0,0,0,0,3,33.6,0.3,5
Jim Dray,P,TE,0/0,0,0,0,0,0,0,2.9,31.2,0.3,4.8
Kapri Bibbs,None,RB,0/0,0,0,0,8.5,33.5,0.2,0,0,0,4.7
Michael Thomas,None,WR,0/0,0,0,0,0,0,0,2.6,35.3,0.1,4.6
Mike James,None,RB,0/0,0,0,0,8.1,31.7,0.2,0,0,0,4.3
Malcolm Johnson,None,RB,0/0,0,0,0,0,0,0,3.6,26.5,0.2,3.7
Matt Spaeth,Q,TE,Q,0/0,0,0,0,0,0,0,2,22,0.2,3.5
Jeremy Ross,None,WR,0/0,0,0,0,0,0,0,0,0,0,3.2
Stepfan Taylor,None,RB,0/0,0,0,0,2.1,7.9,0.1,2.1,15.4,0.1,3.1
Corey Grant,None,RB,0/0,0,0,0,3.6,14.3,0.1,0,0,0,2.9
Danny Vitale,None,TE,0/0,0,0,0,0,0,0,1.7,18,0.2,2.7
Jay Prosch,None,RB,0/0,0,0,0,4.3,14.4,0.2,0,0,0,2.6
E.J. Bibbs,None,TE,0/0,0,0,0,0,0,0,1.6,17.5,0.1,2.5
Zac Stacy,Q,RB,Q,0/0,0,0,0,0,0,0,2,15.2,0.1,2.5
Knile Davis,P,RB,0/0,0,0,0,3.8,14.8,0.2,0,0,0,2.5
Cedric Peerman,None,RB,0/0,0,0,0,4.4,17,0.1,0,0,0,2.4
Greg Salas,Q,WR,Q,0/0,0,0,0,0,0,0,1.3,16.3,0.1,2.3
Raheem Mostert,None,RB,0/0,0,0,0,2,7.7,0,0,0,0,2.3
Tommy Bohanon,None,RB,0/0,0,0,0,0,0,0,2,15,0.1,2.2
Rashad Ross,None,WR,0/0,0,0,0,0,0,0,0,0,0,2
Jerome Felton,None,RB,0/0,0,0,0,0,0,0,1.6,11.8,0.1,1.8
Keenan Reynolds,None,WR,0/0,0,0,0,0,0,0,0,0,0,1.5
Scott Tolzien,None,QB,1.8/3.1,20.2,0.2,0.1,0.1,0.5,0,0,0,0,1.4
Brett Hundley,P,QB,1.7/2.9,18.7,0.2,0.1,0.1,0.4,0,0,0,0,1.3
Ryan Nassib,None,QB,1.7/2.9,19.3,0.1,0.1,0.1,0.5,0,0,0,0,1.3
Matt McGloin,None,QB,1.7/2.8,18.4,0.1,0.1,0.1,0.4,0,0,0,0,1.3
David Cobb,None,RB,0/0,0,0,0,2.2,8.9,0.1,0,0,0,1.2
Colt McCoy,None,QB,1.8/2.9,19.6,0.1,0.1,0.1,0.4,0,0,0,0,1.2
Zach Mettenberger,None,QB,1.8/3,19.9,0.1,0.1,0.1,0.5,0,0,0,0,1.2
Derek Anderson,None,QB,1.6/2.7,17.1,0.1,0.1,0.1,0.4,0,0,0,0,1.2
Tyler Varga,None,RB,0/0,0,0,0,1.9,7.3,0,0,0,0,1.2
Orleans Darkwa,None,RB,0/0,0,0,0,2,8.2,0,0,0,0,1.1
Nick Foles,None,QB,1.6/2.7,17.5,0.1,0.1,0.1,0.4,0,0,0,0,1
Jordan Todman,None,RB,0/0,0,0,0,1.8,7.1,0,0,0,0,1
Jalin Marshall,None,WR,0/0,0,0,0,0,0,0,1.4,17.8,0.1,2.4
Derek Watt,None,RB,0/0,0,0,0,0,0,0,2.2,16.2,0.1,2.4
Chase Reynolds,None,RB,0/0,0,0,0,4.3,16.1,0.1,0,0,0,2.3
Marc Mariani,None,WR,0/0,0,0,0,0,0,0,0,0,0,2.3
John Crockett,None,RB,0/0,0,0,0,4,15.9,0.1,0,0,0,2.1
Damien Williams,None,RB,0/0,0,0,0,3.6,13.7,0.1,0,0,0,1.9
Daryl Richardson,None,RB,0/0,0,0,0,2.9,11.5,0.1,0,0,0,1.5
David Morgan II,None,TE,0/0,0,0,0,0,0,0,1,10.8,0.1,1.5
Andy Janovich,None,RB,0/0,0,0,0,2.1,7.1,0.1,0,0,0,1.4
Chad Henne,None,QB,1.7/3,19,0.1,0.1,0.1,0.5,0,0,0,0,1.3
Luke McCown,None,QB,1.9/3.1,20.6,0.1,0.1,0.1,0.5,0,0,0,0,1.3
Dan Orlovsky,None,QB,1.9/3.2,21.6,0.1,0.1,0.1,0.5,0,0,0,0,1.2
Trevone Boykin,None,QB,1.5/2.6,16.6,0.1,0.1,0.1,0.4,0,0,0,0,1.2
Ryan Mallett,None,QB,1.8/3,19.8,0.1,0.1,0.1,0.5,0,0,0,0,1.2
Mike Glennon,None,QB,1.6/2.8,18.1,0.1,0.1,0.1,0.4,0,0,0,0,1.2
Matt Schaub,None,QB,1.8/3,20.1,0.1,0.1,0.1,0.4,0,0,0,0,1.2
Matt Moore,Q,QB,Q,1.7/3,19.7,0.1,0.1,0.1,0.4,0,0,0,0,1.1
AJ McCarron,None,QB,1.5/2.6,17,0.1,0.1,0.1,0.4,0,0,0,0,1.1
Christian Hackenberg,None,QB,1.4/2.5,14.8,0.1,0.1,0.1,0.4,0,0,0,0,1
Dwayne Washington,None,RB,0/0,0,0,0,1.8,7.1,0,0,0,0,1
Shaun Hill,None,QB,1.5/2.5,17,0.1,0.1,0.1,0.4,0,0,0,0,1
Jonathan Williams,None,RB,0/0,0,0,0,1.1,4.1,0,0,0,0,0.6
Devin Lewis Fuller,None,WR,0/0,0,0,0,0,0,0,0,0,0,0.5
Jacoby Brissett,None,QB,0.5/0.8,4.9,0,0,0,0.1,0,0,0,0,0.3
Tre McBride,None,WR,0/0,0,0,0,0,0,0,0,0,0,0.2
Jarryd Hayne,None,RB,0/0,0,0,0,0,0,0,0,0,0,0.1
Josh Scobee,None,K,0/0,0,0,0,0,0,0,0,0,0,0
Shaun Suisham,Q,K,Q,0/0,0,0,0,0,0,0,0,0,0,0
Bruce Gradkowski,D,QB,D,0/0,0,0,0,0,0,0,0,0,0,0
Matthew Slater,None,WR,0/0,0,0,0,0,0,0,0,0,0,0
Stevie Johnson,IR,WR,IR,0/0,0,0,0,0,0,0,0,0,0,0
Donald Brown,P,RB,0/0,0,0,0,0,0,0,0,0,0,0
Bear Pascoe,None,TE,0/0,0,0,0,0,0,0,0,0,0,0
Hakeem Nicks,None,WR,0/0,0,0,0,0,0,0,0,0,0,0
Antone Smith,None,RB,0/0,0,0,0,0,0,0,0,0,0,0
Arrelious Benn,P,WR,0/0,0,0,0,0,0,0,0,0,0,0
Tony Moeaki,Q,TE,Q,0/0,0,0,0,0,0,0,0,0,0,0
Mike Williams,P,WR,0/0,0,0,0,0,0,0,0,0,0,0
Marlon Moore,None,WR,0/0,0,0,0,0,0,0,0,0,0,0
Greg Little,None,WR,0/0,0,0,0,0,0,0,0,0,0,0
Keith Mumphery,None,WR,0/0,0,0,0,0,0,0,0,0,0,0.9
De'Anthony Thomas,P,WR,0/0,0,0,0,0,0,0,0,0,0,0.6
Joe Webb,None,QB,0/0,0,0,0,0,0,0,0,0,0,0.3
Kerwynn Williams,None,RB,0/0,0,0,0,0,0,0,0,0,0,0.2
Frankie Hammond,None,WR,0/0,0,0,0,0,0,0,0,0,0,0.2
Bishop Sankey,None,RB,0/0,0,0,0,0,0,0,0,0,0,0
Nate Washington,None,WR,0/0,0,0,0,0,0,0,0,0,0,0
Kellen Clemens,None,QB,0/0,0,0,0,0,0,0,0,0,0,0
